group	OL_type	Matsliah_type	Schlegel_type	hemibrain_type	OL	Matsliah	Schlegel_L	Schlegel_R	matched as	URL	OL_transmitter_pred	FW_transmitter_pred	Notes
VPN	LoVP51	NA	LC39	LC39	1	NA	4	4	2-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP51.json	unclear	glutamate	NA
VPN	LoVP52	NA	LT57	LT57	1	NA	11	11	2-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP52.json	acetylcholine	acetylcholine	NA
VPN	LoVP53	NA	LTe13	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP53.json	acetylcholine	acetylcholine	NA
VPN	LoVP54	NA	LTe20	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP54.json	acetylcholine	acetylcholine	NA
VPN	LoVP55	NA	NA	NA	2	NA	NA	NA	unmatched	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP55.json	unclear	NA	NA
VPN	LoVP56	NA	LTe45	CL281	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP56.json	glutamate	glutamate	NA
VPN	LoVP57	NA	LTe06	hb666843305	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP57.json	acetylcholine	acetylcholine	NA
VPN	LoVP58	NA	LTe35	hb852751415	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP58.json	acetylcholine	acetylcholine	NA
VPN	LoVP59	NA	LTe24	hb543702551	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP59.json	unclear	acetylcholine	NA
VPN	LoVP6	NA	LC28b	"LC28a,LC28b"	11	NA	28	30	3-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP6.json	acetylcholine	acetylcholine	NA
VPN	LoVP60	NA	LTe56	PLP146	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP60.json	unclear	acetylcholine	NA
VPN	LoVP61	NA	LTe47	CL285	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP61.json	glutamate	glutamate	NA
VPN	LoVP62	NA	LTe33	"hb852392901,hb852738302"	2	NA	3	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP62.json	acetylcholine	acetylcholine	NA
VPN	LoVP63	NA	LTe69	SLP219	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP63.json	unclear	acetylcholine	NA
VPN	LoVP64	NA	LTe70	SLP233	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP64.json	unclear	glutamate	NA
VPN	LoVP65	NA	LTe72	SLP448	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP65.json	unclear	acetylcholine	NA
VPN	LoVP66	NA	LTe73	SLP449	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP66.json	unclear	acetylcholine	NA
VPN	LoVP67	NA	LTe74	SLP453	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP67.json	unclear	acetylcholine	NA
VPN	LoVP68	NA	LTe36	hb574058475	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP68.json	unclear	acetylcholine	NA
VPN	LoVP69	NA	LTe10	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP69.json	acetylcholine	acetylcholine	NA
VPN	LoVP7	NA	LCe05	NA	12	NA	11	8	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP7.json	unclear	glutamate	NA
VPN	LoVP70	NA	LTe40+LTe41	NA	2	NA	1	2	1-to-2	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP70.json	acetylcholine	acetylcholine	NA
VPN	LoVP71	NA	LTe02	"hb545389295,hb575409523"	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP71.json	acetylcholine	acetylcholine	NA
VPN	LoVP72	NA	LTe30	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP72.json	acetylcholine	acetylcholine	NA
VPN	LoVP73	NA	LTe23	hb575063620	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP73.json	unclear	acetylcholine	NA
VPN	LoVP74	NA	LTe37	"PLP011,SLP339"	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP74.json	unclear	acetylcholine	NA
VPN	LoVP75	NA	LTe38b	NA	3	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP75.json	acetylcholine	acetylcholine	NA
VPN	LoVP76	NA	LC10f	LC10	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP76.json	unclear	glutamate	NA
VPN	LoVP77	NA	LTe43	AOTU044	1	NA	4	4	2-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP77.json	acetylcholine	acetylcholine	NA
VPN	LoVP78	NA	LTe11	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP78.json	acetylcholine	acetylcholine	NA
VPN	LoVP79	NA	LTe75	SMP241	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP79.json	unclear	acetylcholine	NA
VPN	LoVP8	NA	LTe09	NA	9	NA	8	7	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP8.json	unclear	acetylcholine	NA
VPN	LoVP80	NA	LTe68	"SIP062,SIP063"	2	NA	5	5	2-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP80.json	unclear	acetylcholine	NA
VPN	LoVP81	NA	CB3790	NA	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP81.json	unclear	acetylcholine	NA
VPN	LoVP82	NA	LTe67	SIP058	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP82.json	unclear	acetylcholine	NA
VPN	LoVP83	NA	LTe43	AOTU044	3	NA	4	4	2-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP83.json	unclear	acetylcholine	NA
VPN	LoVP84	NA	LTe68	"SIP062,SIP063"	4	NA	5	5	2-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP84.json	unclear	acetylcholine	NA
VPN	LoVP85	NA	LTe18	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP85.json	unclear	acetylcholine	NA
VPN	LoVP86	NA	LTe19	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP86.json	acetylcholine	acetylcholine	NA
VPN	LoVP87	NA	LT85	LT85	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP87.json	acetylcholine	acetylcholine	NA
VPN	LoVP88	NA	LTe76	VES080	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP88.json	unclear	acetylcholine	NA
VPN	LoVP89	NA	LTe03	"hb1379187792,hb1408207343"	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP89.json	acetylcholine	acetylcholine	NA
VPN	LoVP9	NA	LCe09	NA	6	NA	8	8	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP9.json	unclear	acetylcholine	NA
VPN	LoVP90	NA	LTe42a+LTe42b+LTe42c	NA	3	NA	3	3	1-to-3	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP90.json	unclear	acetylcholine	NA
VPN	LoVP91	NA	PLP051	PLP051	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP91.json	unclear	gaba	NA
VPN	LoVP92	NA	NA	NA	6	NA	NA	NA	unmatched	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP92.json	gaba	NA	NA
VPN	LoVP93	NA	LCe06	NA	6	NA	5	6	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP93.json	unclear	acetylcholine	NA
VPN	LoVP94	NA	"PLP185,PLP186"	NA	1	NA	4	5	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP94.json	unclear	glutamate	NA
VPN	LoVP95	NA	LTe59a	PLP183	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP95.json	unclear	glutamate	NA
VPN	LoVP96	NA	cL10	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP96.json	glutamate	glutamate	NA
VPN	LoVP97	NA	PLP251	PLP251	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP97.json	unclear	acetylcholine	NA
VPN	LoVP98	NA	LTe62	PLP255	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP98.json	unclear	acetylcholine	NA
VPN	LoVP99	NA	LTe29	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP99.json	glutamate	glutamate	NA
VPN	NA	NA	LTe12	NA	NA	NA	1	1	unmatched	https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2024-05-24.154656.929940.json	NA	acetylcholine	"LoVP109 (named based on LM data, not found in OL dataset)"
VPN	LPC1	NA	LPC1	LPC1	109	NA	82	82	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPC1.json	acetylcholine	acetylcholine	NA
VPN	LPC2	NA	LPC2	LPC2	78	NA	54	62	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPC2.json	acetylcholine	acetylcholine	NA
VPN	LPLC1	NA	LPLC1	LPLC1	66	NA	68	72	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPLC1.json	acetylcholine	acetylcholine	NA
VPN	LPLC2	NA	LPLC2	LPLC2	91	NA	108	102	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPLC2.json	acetylcholine	acetylcholine	NA
VPN	LPLC4	NA	LPLC4	LPLC4	49	NA	56	54	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPLC4.json	acetylcholine	acetylcholine	NA
VPN	LPT100	NA	LPTe01	NA	19	NA	18	20	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPT100.json	acetylcholine	acetylcholine	NA
VPN	LPT101	NA	LPTe02	PLP207	6	NA	5	6	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPT101.json	acetylcholine	acetylcholine	NA
VPN	LPT21	NA	LPT21	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPT21.json	acetylcholine	acetylcholine	NA
VPN	LPT22	NA	LPT22	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPT22.json	gaba	gaba	NA
VPN	LPT23	NA	LPT23	NA	3	NA	3	3	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPT23.json	acetylcholine	acetylcholine	NA
VPN	LPT26	NA	LPT26	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPT26.json	acetylcholine	acetylcholine	NA
VPN	LPT27	NA	LPT27	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPT27.json	acetylcholine	acetylcholine	NA
VPN	LPT28	NA	LPT28	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPT28.json	acetylcholine	acetylcholine	NA
VPN	LPT29	NA	LPT29	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPT29.json	acetylcholine	acetylcholine	NA
VPN	LPT30	NA	LPT30	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPT30.json	acetylcholine	acetylcholine	NA
VPN	LPT31	NA	LPT31	WED068	4	NA	4	4	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPT31.json	unclear	acetylcholine	NA
VPN	LPT49	NA	LPT49	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPT49.json	acetylcholine	acetylcholine	NA
VPN	LPT50	NA	LPT50	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPT50.json	gaba	gaba	NA
VPN	LPT51	NA	LPT51	NA	2	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPT51.json	glutamate	glutamate	NA
VPN	LPT52	NA	LPT52	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPT52.json	unclear	acetylcholine	NA
VPN	LPT54	NA	LPT54	PLP179	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPT54.json	acetylcholine	acetylcholine	NA
VPN	LT11	NA	LT11	LT11	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT11.json	gaba	gaba	NA
VPN	LT1a	NA	LT1a	LT1	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT1a.json	unclear	acetylcholine	NA
VPN	LT1b	NA	LT1b	LT1	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT1b.json	unclear	acetylcholine	NA
VPN	LT1c	NA	LT1c	LT1	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT1c.json	unclear	acetylcholine	NA
VPN	LT1d	NA	LT1d	LT1	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT1d.json	unclear	acetylcholine	NA
VPN	LT43	NA	LT43	LT43	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT43.json	gaba	gaba	NA
VPN	LT47	NA	LT47	LT47	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT47.json	acetylcholine	acetylcholine	NA
VPN	LT51	NA	LT51	LT51	11	NA	12	12	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT51.json	unclear	glutamate	NA
VPN	LT52	NA	LT52	LT52	17	NA	15	16	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT52.json	glutamate	glutamate	NA
VPN	LT54	NA	LT54	LT54	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT54.json	glutamate	glutamate	NA
VPN	LT55	NA	LT55	LT55	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT55.json	glutamate	glutamate	NA
VPN	LT59	NA	LT59	LT59	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT59.json	acetylcholine	acetylcholine	NA
VPN	LT60	NA	LT60	LT60	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT60.json	acetylcholine	acetylcholine	NA
VPN	LT61a	NA	LT61a	LT61	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT61a.json	unclear	acetylcholine	NA
VPN	LT61b	NA	LT61b	LT61	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT61b.json	acetylcholine	acetylcholine	NA
VPN	LT62	NA	LT62	LT62	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT62.json	unclear	acetylcholine	NA
VPN	LT63	NA	LT63	LT63	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT63.json	acetylcholine	acetylcholine	NA
VPN	LT64	NA	LT64	LT64	1	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT64.json	acetylcholine	acetylcholine	NA
VPN	LT65	NA	LT65	LT65	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT65.json	acetylcholine	acetylcholine	NA
VPN	LT66	NA	LT66	LT66	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT66.json	acetylcholine	acetylcholine	NA
VPN	LT67	NA	LT67	LT67	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT67.json	unclear	acetylcholine	NA
VPN	LT68	NA	LT68	LT68	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT68.json	glutamate	gaba	NA
VPN	LT69	NA	LT69	LT69	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT69.json	acetylcholine	acetylcholine	NA
VPN	LT72	NA	LT72	LT72	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT72.json	acetylcholine	acetylcholine	NA
VPN	LT73	NA	LT73	LT73	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT73.json	glutamate	glutamate	NA
VPN	LT74	NA	LT74	LT74	3	NA	3	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT74.json	glutamate	glutamate	NA
VPN	LT75	NA	LT75	LT75	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT75.json	unclear	acetylcholine	NA
VPN	LT76	NA	LT76	LT76	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT76.json	unclear	acetylcholine	NA
VPN	LT77	NA	LT77	LT77	3	NA	3	3	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT77.json	glutamate	glutamate	NA
VPN	LT78	NA	LT78	LT78	4	NA	4	4	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT78.json	glutamate	glutamate	NA
VPN	LT79	NA	LT79	LT79	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT79.json	unclear	acetylcholine	NA
VPN	LT80	NA	LT80	LT80	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT80.json	acetylcholine	acetylcholine	NA
VPN	LT81	NA	LT81	LT81	6	NA	4	5	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT81.json	unclear	acetylcholine	NA
VPN	LT82a	NA	LT82a	"LT82a,LT82b"	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT82a.json	unclear	acetylcholine	NA
VPN	LT82b	NA	LT82b	"LT82a,LT82b"	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT82b.json	unclear	acetylcholine	NA
VPN	LT83	NA	LT83	LT83	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT83.json	acetylcholine	acetylcholine	NA
VPN	LT84	NA	LT84	LT84	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT84.json	acetylcholine	acetylcholine	NA
VPN	LT85b	NA	LTe14	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT85b.json	unclear	acetylcholine	NA
VPN	LT86	NA	LT86	LT86	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT86.json	unclear	acetylcholine	NA
VPN	LT87	NA	LT87	LT87	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT87.json	unclear	acetylcholine	NA
VPN	MeTu1	NA	MeTu1	"MC61,MC64"	124	NA	120	124	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/MeTu1.json	acetylcholine	acetylcholine	NA
VPN	MeTu2a	NA	MeTu2	NA	36	NA	50	50	2-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/MeTu2a.json	acetylcholine	acetylcholine	NA
VPN	MeTu2b	NA	MeTu2	NA	16	NA	50	50	2-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/MeTu2b.json	unclear	acetylcholine	NA
VPN	MeTu3a	NA	MeTu3	NA	18	NA	145	129	3-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/MeTu3a.json	acetylcholine	acetylcholine	NA
VPN	MeTu3b	NA	MeTu3	NA	42	NA	145	129	3-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/MeTu3b.json	acetylcholine	acetylcholine	NA
VPN	MeTu3c	NA	MeTu3	NA	91	NA	145	129	3-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/MeTu3c.json	acetylcholine	acetylcholine	NA
VPN	MeTu4a	NA	MeTu4	NA	49	NA	140	138	6-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/MeTu4a.json	acetylcholine	acetylcholine	NA
VPN	MeTu4b	NA	MeTu4	NA	16	NA	140	138	6-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/MeTu4b.json	acetylcholine	acetylcholine	NA
VPN	MeTu4c	NA	MeTu4	NA	41	NA	140	138	6-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/MeTu4c.json	acetylcholine	acetylcholine	NA
VPN	MeTu4d	NA	MeTu4	NA	20	NA	140	138	6-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/MeTu4d.json	acetylcholine	acetylcholine	NA
VPN	MeTu4e	NA	MeTu4	NA	25	NA	140	138	6-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/MeTu4e.json	acetylcholine	acetylcholine	NA
VPN	MeTu4f	NA	MeTu4	NA	28	NA	140	138	6-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/MeTu4f.json	acetylcholine	acetylcholine	NA
